Row ID,Date,Hour,Category,DeviceTypeId,CurrencyId, Bet Amount in Original Currency ,CurrencyRate,PlayerID,WinAmount in Original Currency,Player Gender,Age
40025161802,12/23/2023,08:00:00.000,1,3,USD,40.6,1.0903,121233,121.08,Male,25
40023776357,12/22/2023,02:00:00.000,1,3,USD,15,1.0903,121233,0,Male,25
40024139042,12/22/2023,14:00:00.000,1,3,USD,25,1.0903,121233,0,Male,25
40024435729,12/22/2023,18:00:00.000,1,3,USD,20,1.0903,121233,0,Male,25
40023760735,12/22/2023,01:00:00.000,1,3,USD,35,1.0903,121233,0,Male,25
40023878918,12/22/2023,05:00:00.000,1,3,USD,34.88,1.0903,121233,0,Male,25
40024226076,12/22/2023,15:00:00.000,1,3,USD,39.72,1.0903,121233,0,Male,25
40023754594,12/22/2023,00:00:00.000,1,3,USD,24,1.0903,121233,55.5,Male,25
40023893611,12/22/2023,06:00:00.000,1,3,USD,49.94,1.0903,121233,74.07,Male,25
40023903952,12/22/2023,07:00:00.000,1,3,USD,44.07,1.0903,121233,42.12,Male,25
40023734936,12/21/2023,23:00:00.000,1,3,USD,18.94,1.0903,121233,39.02,Male,25
40023964472,12/22/2023,09:00:00.000,1,3,USD,24.3,1.0903,121233,47.87,Male,25
40023836121,12/22/2023,03:00:00.000,1,3,USD,40.52,1.0903,121233,119.82,Male,25
40023938776,12/22/2023,08:00:00.000,1,3,USD,12.12,1.0903,121233,34.3,Male,25
40024253020,12/22/2023,16:00:00.000,1,3,USD,83.15,1.0903,121233,184.35,Male,25
40022606027,12/21/2023,03:00:00.000,1,3,USD,20,1.0903,121233,0,Male,25
40022663209,12/21/2023,06:00:00.000,1,3,USD,50,1.0903,121233,0,Male,25
40022541395,12/21/2023,00:00:00.000,1,3,USD,10,1.0903,121233,0,Male,25
40022480970,12/20/2023,22:00:00.000,1,2,USD,11.31,1.0903,121233,0,Male,25
40022609937,12/21/2023,03:00:00.000,1,2,USD,75,1.0903,121233,0,Male,25
40022574562,12/21/2023,02:00:00.000,1,3,USD,74,1.0903,121233,0,Male,25
40022465492,12/20/2023,22:00:00.000,1,3,USD,21,1.0903,121233,65,Male,25
40021535622,12/20/2023,10:00:00.000,1,3,USD,6.15,1.0903,121233,0,Male,25
40021586503,12/20/2023,11:00:00.000,1,3,USD,21.39,1.0903,121233,0,Male,25
40021808032,12/20/2023,16:00:00.000,1,3,USD,16.6,1.0903,121233,0,Male,25
40021405404,12/20/2023,03:00:00.000,1,3,USD,10,1.0903,121233,51.39,Male,25
40021879626,12/20/2023,17:00:00.000,1,3,USD,20.08,1.0903,121233,35.54,Male,25
40022309569,12/20/2023,21:00:00.000,1,3,USD,15,1.0903,121233,42.56,Male,25
40022028289,12/20/2023,18:00:00.000,1,2,USD,35.54,1.0903,121233,61.26,Male,25
40021335799,12/19/2023,23:00:00.000,1,3,USD,14,1.0903,121233,0,Male,25
40021364229,12/20/2023,02:00:00.000,1,3,USD,10,1.0903,121233,0,Male,25
40020161524,12/19/2023,01:00:00.000,1,3,USD,25,1.0903,121233,0,Male,25
40020251671,12/19/2023,04:00:00.000,1,3,USD,25,1.0903,121233,0,Male,25
40020265337,12/19/2023,05:00:00.000,1,3,USD,55,1.0903,121233,0,Male,25
40020216578,12/19/2023,03:00:00.000,1,3,USD,76.35,1.0903,121233,66.3,Male,25
40020193425,12/19/2023,02:00:00.000,1,3,USD,32.46,1.0903,121233,60.05,Male,25
40033983937,12/30/2023,21:00:00.000,1,3,USD,20,1.0903,123388,0,Male,43
40030202911,12/27/2023,21:00:00.000,1,3,USD,19,1.0903,123388,1.73,Male,43
40030586354,12/28/2023,10:00:00.000,1,3,USD,2.9,1.0903,123388,4.9,Male,43
40029330831,12/26/2023,22:00:00.000,1,3,USD,46,1.0903,123388,0,Male,43
40024865172,12/22/2023,22:00:00.000,1,3,USD,25,1.0903,123388,0,Male,43
40023620361,12/21/2023,22:00:00.000,1,3,USD,25,1.0903,123388,0,Male,43
40024352720,12/22/2023,17:00:00.000,1,3,USD,84.21,1.0903,123388,164.21,Male,43
40022648673,12/21/2023,05:00:00.000,1,3,USD,15,1.0903,123388,0,Male,43
40023270223,12/21/2023,19:00:00.000,1,3,USD,30.23,1.0903,123388,0,Male,43
40021126328,12/19/2023,21:00:00.000,1,3,USD,107,1.0903,123388,0,Male,43
40018267763,12/17/2023,15:00:00.000,1,3,USD,10.67,1.0903,123388,1.01,Male,43
40017253477,12/16/2023,19:00:00.000,1,3,USD,97.28,1.0903,123388,295.67,Male,43
40016867376,12/16/2023,16:00:00.000,1,3,USD,80,1.0903,123388,0,Male,43
40016934796,12/16/2023,17:00:00.000,1,3,USD,48,1.0903,123388,0,Male,43
40016295147,12/16/2023,08:00:00.000,1,3,USD,6.01,1.0903,123388,0,Male,43
40015846997,12/15/2023,21:00:00.000,1,3,USD,15,1.0903,123388,10.15,Male,43
40034092369,12/30/2023,22:00:00.000,1,3,USD,7.22,1.0903,124809,0,Male,65
40034046198,12/30/2023,21:00:00.000,1,2,USD,1.31,1.0903,124809,7.22,Male,65
40033548735,12/30/2023,17:00:00.000,1,2,USD,20,1.0903,124809,0,Male,65
40033915128,12/30/2023,20:00:00.000,1,2,USD,250,1.0903,124809,482.5,Male,65
40032585001,12/29/2023,21:00:00.000,1,2,USD,150,1.0903,124809,0,Male,65
40032676810,12/29/2023,22:00:00.000,1,2,USD,109.77,1.0903,124809,210.76,Male,65
40029747090,12/27/2023,15:00:00.000,1,3,USD,15.43,1.0903,124809,0,Male,65
40028879866,12/26/2023,17:00:00.000,1,2,USD,250,1.0903,124809,0,Male,65
40029752419,12/27/2023,15:00:00.000,1,2,USD,25,1.0903,124809,53.75,Male,65
40028394773,12/26/2023,12:00:00.000,1,3,USD,22.89,1.0903,124809,0,Male,65
40028021585,12/25/2023,18:00:00.000,1,2,USD,20,1.0903,124809,0,Male,65
40027590275,12/25/2023,10:00:00.000,1,2,USD,413.38,1.0903,124809,410,Male,65
40026363859,12/23/2023,21:00:00.000,1,2,USD,450,1.0903,124809,0,Male,65
40023418547,12/21/2023,20:00:00.000,1,2,USD,815.69,1.0903,124809,0,Male,65
40023303076,12/21/2023,19:00:00.000,1,2,USD,250,1.0903,124809,562.5,Male,65
40022153543,12/20/2023,20:00:00.000,1,2,USD,200,1.0903,124809,0,Male,65
40022093444,12/20/2023,19:00:00.000,1,2,USD,200,1.0903,124809,320,Male,65
40021948336,12/20/2023,18:00:00.000,1,2,USD,550,1.0903,124809,899.5,Male,65
40020686219,12/19/2023,17:00:00.000,1,2,USD,100,1.0903,124809,0,Male,65
40020806153,12/19/2023,18:00:00.000,1,2,USD,450,1.0903,124809,519.46,Male,65
40015952969,12/15/2023,21:00:00.000,1,2,USD,500,1.0903,124809,0,Male,65
40034028083,12/30/2023,21:00:00.000,1,3,USD,36.33,1.0903,126002,0,Female,61
40034944007,12/31/2023,22:00:00.000,1,3,USD,75,1.0903,126002,0,Female,61
40033166023,12/30/2023,13:00:00.000,1,3,USD,13.06,1.0903,126002,0,Female,61
40033476822,12/30/2023,16:00:00.000,1,3,USD,39.96,1.0903,126002,36.33,Female,61
40032400180,12/29/2023,19:00:00.000,1,3,USD,75,1.0903,126002,0,Female,61
40031351804,12/28/2023,21:00:00.000,1,3,USD,75,1.0903,126002,0,Female,61
40030118813,12/27/2023,21:00:00.000,1,3,USD,175,1.0903,126002,282.2,Female,61
40029003771,12/26/2023,19:00:00.000,1,3,USD,20,1.0903,126002,0,Female,61
40032812018,12/30/2023,04:00:00.000,1,2,USD,12.84,1.0903,128628,0,Female,25
40030855924,12/28/2023,15:00:00.000,1,2,USD,6,1.0903,128628,15.78,Female,25
40033815853,12/30/2023,19:00:00.000,1,3,USD,0.5,1.0903,153138,0,Female,27
40031299858,12/28/2023,21:00:00.000,1,3,USD,0.5,1.0903,153138,0,Female,27
40031540906,12/28/2023,22:00:00.000,1,3,USD,1,1.0903,153138,1.96,Female,27
40029336076,12/26/2023,22:00:00.000,1,3,USD,0.5,1.0903,153138,0,Female,27
40025658635,12/23/2023,15:00:00.000,1,3,USD,0.5,1.0903,153138,0,Female,27
40026151130,12/23/2023,19:00:00.000,1,3,USD,3,1.0903,153138,4.26,Female,27
40023419266,12/21/2023,20:00:00.000,1,3,USD,0.5,1.0903,153138,0,Female,27
40021129417,12/19/2023,21:00:00.000,1,3,USD,0.3,1.0903,153138,0,Female,27
40018694599,12/17/2023,18:00:00.000,1,3,USD,0.3,1.0903,153138,0,Female,27
40018403369,12/17/2023,16:00:00.000,1,3,USD,0.5,1.0903,153138,2.06,Female,27
40018583027,12/17/2023,17:00:00.000,1,3,USD,0.5,1.0903,153138,2.74,Female,27
40014575454,12/14/2023,19:00:00.000,1,3,USD,0.5,1.0903,153138,0,Female,27
40014811071,12/14/2023,21:00:00.000,1,3,USD,0.5,1.0903,153138,0,Female,27
40020303079,12/19/2023,07:00:00.000,1,2,USD, 1 ,1.0903,156361,0,Male,31
40019496486,12/18/2023,13:00:00.000,1,2,USD, 1 ,1.0903,156361,2.62,Male,31
40022420718,12/20/2023,21:00:00.000,1,3,BRL,1,5.34568048,157705,1.39,Male,76
40015702983,12/15/2023,19:00:00.000,1,3,BRL,30,5.34568048,157874,0,Female,20
40015931372,12/15/2023,21:00:00.000,1,3,BRL,102,5.34568048,157874,0,Female,20
40015551085,12/15/2023,17:00:00.000,1,3,BRL,80,5.34568048,157874,132.61,Female,20
40015616637,12/15/2023,18:00:00.000,1,3,BRL,67,5.34568048,157874,63.71,Female,20
40015508007,12/15/2023,16:00:00.000,1,3,BRL,98,5.34568048,157874,212.21,Female,20
40015753989,12/15/2023,20:00:00.000,1,3,BRL,64,5.34568048,157874,32.61,Female,20
40034455936,12/31/2023,13:00:00.000,1,3,USD,50,1.0903,162545,0,Male,61
40032349728,12/29/2023,19:00:00.000,1,3,USD,25,1.0903,162545,0,Male,61
40029527064,12/27/2023,10:00:00.000,1,2,USD,1,1.0903,164144,0.9,Female,44
40029585465,12/27/2023,11:00:00.000,1,2,USD,1,1.0903,164144,0.9,Female,44
40032359460,12/29/2023,19:00:00.000,1,2,USD,11,1.0903,168154,0,Female,64
40026335449,12/23/2023,21:00:00.000,1,2,USD,6.9,1.0903,168154,11.45,Female,64
40017259999,12/16/2023,19:00:00.000,1,2,USD,10,1.0903,168154,16.9,Female,64
40027081322,12/24/2023,15:00:00.000,1,3,USD,50,1.0903,168880,0,Male,69
40027246625,12/24/2023,17:00:00.000,1,2,USD,80,1.0903,168880,0,Male,69
40027053801,12/24/2023,15:00:00.000,1,2,USD,100,1.0903,168880,159,Male,69
40026217929,12/23/2023,19:00:00.000,1,2,USD,20,1.0903,168880,0,Male,69
40026356390,12/23/2023,21:00:00.000,1,2,USD,100,1.0903,168880,100,Male,69
40025457619,12/23/2023,14:00:00.000,1,2,USD,70,1.0903,168880,152.6,Male,69
40033976909,12/30/2023,21:00:00.000,1,3,BRL,247,5.34568048,169775,0,Male,32
40034208379,12/31/2023,04:00:00.000,1,3,BRL,20,5.34568048,169775,0,Male,32
40034900502,12/31/2023,20:00:00.000,1,3,BRL,1221,5.34568048,169775,0,Male,32
40034674799,12/31/2023,16:00:00.000,1,3,BRL,1216,5.34568048,169775,8524.16,Male,32
40033286384,12/30/2023,15:00:00.000,1,3,BRL,70,5.34568048,169775,0,Male,32
40032363094,12/29/2023,19:00:00.000,1,3,BRL,1222,5.34568048,169775,0,Male,32
40032600097,12/29/2023,21:00:00.000,1,3,BRL,500,5.34568048,169775,0,Male,32
40032682772,12/29/2023,22:00:00.000,1,3,BRL,500,5.34568048,169775,0,Male,32
40031191854,12/28/2023,19:00:00.000,1,3,BRL,1229,5.34568048,169775,0,Male,32
40031345453,12/28/2023,21:00:00.000,1,3,BRL,1370,5.34568048,169775,0,Male,32
40030259232,12/27/2023,22:00:00.000,1,3,BRL,1219,5.34568048,169775,9996.59,Male,32
40029032633,12/26/2023,19:00:00.000,1,3,BRL,25,5.34568048,169775,0,Male,32
40029316479,12/26/2023,22:00:00.000,1,3,BRL,90,5.34568048,169775,0,Male,32
40029415521,12/27/2023,04:00:00.000,1,3,BRL,1234,5.34568048,169775,0,Male,32
40028807298,12/26/2023,16:00:00.000,1,3,BRL,75,5.34568048,169775,0,Male,32
40027814497,12/25/2023,15:00:00.000,1,3,BRL,1478,5.34568048,169775,0,Male,32
40028211023,12/26/2023,02:00:00.000,1,3,BRL,150,5.34568048,169775,0,Male,32
40025804439,12/23/2023,16:00:00.000,1,3,BRL,247,5.34568048,169775,0,Male,32
40026121582,12/23/2023,19:00:00.000,1,3,BRL,52,5.34568048,169775,0,Male,32
40026233219,12/23/2023,20:00:00.000,1,3,BRL,50,5.34568048,169775,0,Male,32
40026304662,12/23/2023,21:00:00.000,1,3,BRL,50,5.34568048,169775,0,Male,32
40024779929,12/22/2023,21:00:00.000,1,3,BRL,1284,5.34568048,169775,0,Male,32
40023858758,12/22/2023,04:00:00.000,1,3,BRL,50,5.34568048,169775,0,Male,32
40024250103,12/22/2023,16:00:00.000,1,3,BRL,49,5.34568048,169775,0,Male,32
40023666948,12/21/2023,22:00:00.000,1,3,BRL,1236,5.34568048,169775,7292.09,Male,32
40023305883,12/21/2023,19:00:00.000,1,3,BRL,250,5.34568048,169775,741.37,Male,32
40021686592,12/20/2023,14:00:00.000,1,3,BRL,250,5.34568048,169775,0,Male,32
40021853405,12/20/2023,17:00:00.000,1,3,BRL,1233,5.34568048,169775,0,Male,32
40022399696,12/20/2023,21:00:00.000,1,3,BRL,500,5.34568048,169775,3129.46,Male,32
40021359201,12/20/2023,01:00:00.000,1,3,BRL,1233,5.34568048,169775,0,Male,32
40020483904,12/19/2023,13:00:00.000,1,3,BRL,150,5.34568048,169775,0,Male,32
40020927783,12/19/2023,19:00:00.000,1,3,BRL,350,5.34568048,169775,0,Male,32
40021147037,12/19/2023,21:00:00.000,1,3,BRL,95,5.34568048,169775,0,Male,32
40018309139,12/17/2023,15:00:00.000,1,3,BRL,50,5.34568048,169775,0,Male,32
40018569466,12/17/2023,17:00:00.000,1,3,BRL,100,5.34568048,169775,0,Male,32
40018823121,12/17/2023,19:00:00.000,1,3,BRL,60,5.34568048,169775,0,Male,32
40018794037,12/17/2023,18:00:00.000,1,3,BRL,305,5.34568048,169775,0,Male,32
40019103725,12/17/2023,21:00:00.000,1,3,BRL,1227,5.34568048,169775,4717.69,Male,32
40016892067,12/16/2023,16:00:00.000,1,3,BRL,150,5.34568048,169775,0,Male,32
40015730522,12/15/2023,19:00:00.000,1,3,BRL,200,5.34568048,169775,0,Male,32
40015859111,12/15/2023,21:00:00.000,1,3,BRL,1820,5.34568048,169775,0,Male,32
40014886543,12/14/2023,21:00:00.000,1,3,BRL,200,5.34568048,169775,0,Male,32
40015004483,12/15/2023,03:00:00.000,1,3,BRL,1224,5.34568048,169775,0,Male,32
40014405060,12/14/2023,19:00:00.000,1,3,BRL,2170,5.34568048,169775,0,Male,32
40031499588,12/28/2023,22:00:00.000,1,3,BRL,4080,5.34568048,170869,0,Female,34
40028685994,12/26/2023,15:00:00.000,1,2,PEN,4.55,4.07629676,170919,0,Male,76
40021280092,12/19/2023,22:00:00.000,1,2,PEN,98.48,4.07629676,170919,0,Male,76
40024560114,12/22/2023,19:00:00.000,1,3,BRL,88,5.34568048,172375,0,Female,25
40034395799,12/31/2023,12:00:00.000,1,3,BRL,20,5.34568048,172526,0,Female,25
40034800053,12/31/2023,18:00:00.000,1,3,BRL,69,5.34568048,172526,0,Female,25
40034062330,12/30/2023,22:00:00.000,1,3,BRL,50,5.34568048,172526,86.1,Female,25
40034955718,12/31/2023,22:00:00.000,1,3,BRL,40.15,5.34568048,172526,40.15,Female,25
40034704958,12/31/2023,16:00:00.000,1,3,BRL,100,5.34568048,172526,253.38,Female,25
40033520524,12/30/2023,16:00:00.000,1,3,BRL,7.52,5.34568048,172526,0,Female,25
40033778899,12/30/2023,19:00:00.000,1,3,BRL,15,5.34568048,172526,102.07,Female,25
40033959347,12/30/2023,21:00:00.000,1,3,BRL,50,5.34568048,172526,42.69,Female,25
40032160055,12/29/2023,17:00:00.000,1,3,BRL,86.92,5.34568048,172526,36.92,Female,25
40032468037,12/29/2023,20:00:00.000,1,3,BRL,7.52,5.34568048,172526,7.52,Female,25
40032405680,12/29/2023,19:00:00.000,1,3,BRL,86.92,5.34568048,172526,7.52,Female,25
40031052857,12/28/2023,17:00:00.000,1,3,BRL,30,5.34568048,172526,0,Female,25
40030903008,12/28/2023,16:00:00.000,1,3,BRL,130,5.34568048,172526,333.38,Female,25
40031093947,12/28/2023,18:00:00.000,1,3,BRL,100,5.34568048,172526,138,Female,25
40031281796,12/28/2023,21:00:00.000,1,3,BRL,55,5.34568048,172526,88.63,Female,25
40031419821,12/28/2023,22:00:00.000,1,3,BRL,100.5,5.34568048,172526,32.41,Female,25
40030354389,12/28/2023,00:00:00.000,1,3,BRL,3.76,5.34568048,172526,0,Female,25
40030769472,12/28/2023,13:00:00.000,1,3,BRL,10,5.34568048,172526,0,Female,25
40030807718,12/28/2023,14:00:00.000,1,3,BRL,60,5.34568048,172526,0,Female,25
40030135349,12/27/2023,21:00:00.000,1,3,BRL,46.48,5.34568048,172526,62.39,Female,25
40030319330,12/27/2023,22:00:00.000,1,3,BRL,15.48,5.34568048,172526,25.54,Female,25
40028902072,12/26/2023,18:00:00.000,1,3,BRL,10,5.34568048,172526,36.48,Female,25
40029247923,12/26/2023,21:00:00.000,1,3,BRL,8,5.34568048,172526,17.57,Female,25
40029532622,12/27/2023,10:00:00.000,1,3,BRL,10,5.34568048,172526,28.51,Female,25
40029553845,12/27/2023,11:00:00.000,1,3,BRL,5,5.34568048,172526,8.45,Female,25
40029649840,12/27/2023,13:00:00.000,1,3,BRL,10,5.34568048,172526,30.81,Female,25
40029059211,12/26/2023,19:00:00.000,1,3,BRL,71,5.34568048,172526,19.5,Female,25
40028504997,12/26/2023,14:00:00.000,1,3,BRL,12.92,5.34568048,172526,0,Female,25
40027192090,12/24/2023,17:00:00.000,1,3,BRL,5,5.34568048,172526,0,Female,25
40027271491,12/24/2023,18:00:00.000,1,3,BRL,5,5.34568048,172526,9.03,Female,25
40027355086,12/24/2023,19:00:00.000,1,3,BRL,24,5.34568048,172526,22.89,Female,25
40025805031,12/23/2023,16:00:00.000,1,3,BRL,30,5.34568048,172526,0,Female,25
40026209926,12/23/2023,19:00:00.000,1,3,BRL,28.62,5.34568048,172526,0,Female,25
40026024151,12/23/2023,18:00:00.000,1,3,BRL,15,5.34568048,172526,28.46,Female,25
